0.12,-0.22,0.95
0.11,-0.18,0.92
0.14,-0.14,0.92
0.13,-0.18,0.95
0.12,-0.19,0.96
0.12,-0.16,0.98
0.12,-0.17,0.98
0.12,-0.18,0.97
0.12,-0.21,0.97
0.13,-0.21,1.01
0.12,-0.20,1.05
0.09,-0.20,1.02
0.09,-0.26,1.00
0.14,-0.24,1.04
0.20,-0.14,1.12
0.21,-0.09,1.04
0.20,-0.10,0.93
0.21,-0.11,0.87
0.22,-0.09,0.88
0.21,-0.06,0.89
0.21,-0.08,0.88
0.20,-0.15,0.91
0.20,-0.10,1.02
0.21,-0.03,1.02
0.23,-0.07,0.95
0.24,-0.10,0.97
0.25,-0.09,0.96
0.26,-0.07,0.97
0.25,-0.10,0.98
0.23,-0.14,0.95


x,y,z
0.40,-0.01,0.88
0.39,-0.02,0.88
0.39,-0.01,0.87
0.41,0.00,0.87
0.41,0.00,0.87
0.40,0.01,0.86
0.39,-0.00,0.88
0.40,-0.03,0.88
0.41,-0.01,0.89
0.40,0.01,0.90
0.37,-0.06,0.89
0.40,-0.09,0.88
0.39,-0.16,0.93
0.39,-0.16,0.96
0.48,-0.23,1.02
0.46,-0.30,1.04
0.32,-0.45,1.12
0.23,-0.63,1.10
0.31,-0.41,0.95
0.31,-0.24,0.81
0.31,-0.20,0.69
0.38,0.06,0.65
0.44,0.28,0.62
0.46,0.38,0.64
0.48,0.47,0.64
0.52,0.64,0.63
0.55,0.80,0.65
0.47,0.70,0.65
0.66,1.07,0.84
0.69,1.26,0.90
0.60,1.22,0.87
0.48,1.16,0.75
0.45,1.26,0.80
0.46,1.30,0.67
0.42,1.09,0.57
0.27,0.60,0.68
0.15,0.06,0.70
-0.22,-0.81,0.59
-0.58,-1.83,0.67
-0.53,-2.22,0.78
-0.25,-1.85,0.60
-0.23,-1.47,0.64
-0.17,-1.34,0.84
-0.10,-1.18,0.61
-0.13,-0.99,0.54
-0.61,-1.37,0.35
-1.14,-1.86,0.39
-1.28,-1.76,0.28
-1.40,-1.47,0.36
-1.30,-0.57,1.10
-0.85,0.81,1.18
0.19,2.22,1.44
0.91,2.28,1.88
0.82,1.80,1.53
0.77,1.51,1.40
0.76,1.53,1.13
0.60,1.33,1.14
0.40,1.12,1.07
0.46,1.22,1.13
0.48,1.29,0.99
0.28,1.24,0.87
0.13,1.28,0.77
0.05,1.32,0.58
0.04,1.16,0.54
-0.04,0.81,0.45
-0.61,-0.21,0.42
-1.07,-1.77,0.47
-1.17,-1.91,1.14
-1.05,-1.84,1.77
-0.55,-1.28,1.58
-0.16,-0.79,1.29
0.02,-0.50,0.97
0.05,-0.50,0.97
0.11,-0.24,0.86
0.16,-0.13,0.77
0.11,-0.17,0.78
0.10,-0.15,0.81
0.15,-0.06,0.89
0.21,0.03,0.94
0.18,0.00,0.94
0.13,-0.04,0.93
0.10,-0.05,0.92
0.14,-0.01,0.93
0.17,0.04,0.98
0.15,0.01,0.93
0.16,0.00,0.95
0.17,0.01,0.97
0.16,-0.01,1.01
0.13,-0.08,0.97
0.14,-0.10,0.95
0.17,-0.02,0.98
0.17,-0.03,0.98
0.16,-0.06,0.99
0.18,-0.00,0.95
0.18,-0.00,0.92
0.19,0.01,0.94
0.17,0.00,0.94
0.16,0.00,0.91
0.19,0.02,0.96
0.18,0.02,0.98
0.17,0.00,0.97
0.15,-0.04,0.95
0.16,-0.01,0.94
0.16,-0.01,0.95
0.17,-0.01,0.95
0.16,-0.03,0.97
0.15,-0.02,0.97
0.17,-0.01,0.97
0.17,-0.03,0.97
0.17,-0.03,0.98
0.17,-0.02,0.98
0.17,-0.02,0.97
0.17,-0.03,0.94
0.16,-0.03,0.94
0.16,-0.01,0.93
0.16,-0.00,0.93
0.17,0.01,0.94
0.18,0.02,0.94
0.16,-0.00,0.96
0.17,0.01,0.95
0.19,0.00,0.92
0.18,0.00,0.91
0.17,-0.00,0.93
0.18,0.01,0.92
0.18,0.00,0.95
0.17,-0.00,0.95
0.18,0.00,0.95
0.18,0.02,0.96
0.18,0.01,0.95
0.17,-0.00,0.95
0.16,-0.02,0.94
0.17,-0.01,0.93
0.18,-0.00,0.93
0.18,0.03,0.96
0.17,0.01,0.97
0.18,-0.01,0.95
0.16,-0.00,0.95
0.15,-0.03,0.95
0.17,-0.02,0.95
0.17,0.01,0.95
0.17,0.00,0.96
0.18,-0.02,0.95
0.18,-0.01,0.94
0.19,0.01,0.95
0.17,-0.02,0.95
0.16,-0.02,0.98
0.16,-0.03,0.98
0.16,-0.03,0.95
0.15,-0.04,0.94
0.17,-0.01,0.93


x,y,z
0.52,-0.01,0.82
0.51,-0.01,0.83
0.49,-0.02,0.83
0.51,-0.00,0.80
0.51,-0.01,0.80
0.51,0.00,0.80
0.53,0.02,0.81
0.54,0.02,0.82
0.51,-0.02,0.81
0.51,-0.02,0.81
0.52,-0.04,0.82
0.51,-0.04,0.85
0.51,-0.03,0.83
0.52,-0.04,0.80
0.51,-0.08,0.82
0.49,-0.07,0.84
0.49,-0.08,0.82
0.51,-0.05,0.79
0.51,-0.04,0.80
0.48,-0.06,0.80
0.49,-0.06,0.80
0.52,-0.01,0.81
0.52,-0.00,0.82
0.52,-0.04,0.83
0.54,-0.10,0.86
0.52,-0.21,0.90
0.53,-0.30,0.91
0.55,-0.40,0.94
0.48,-0.44,0.96
0.43,-0.38,0.96
0.44,-0.25,0.90
0.47,-0.11,0.82
0.50,-0.03,0.76
0.53,0.15,0.61
0.50,0.33,0.50
0.45,0.36,0.60
0.44,0.53,0.68
0.44,0.69,0.68
0.45,0.98,0.74
0.52,1.21,0.88
0.64,1.37,0.97
0.91,1.80,1.03
1.01,2.08,0.94
0.62,1.51,0.91
0.15,0.45,0.78
-0.50,-1.06,0.47
-0.63,-1.92,0.65
-0.43,-2.02,0.83
-0.31,-1.89,0.79
0.10,-1.24,0.72
0.35,-0.90,0.69
0.45,-0.68,0.74
0.63,-0.49,0.77
0.62,-0.44,0.76
0.46,-0.46,0.75
-0.03,-0.92,0.47
-0.55,-1.50,0.21
-1.07,-1.63,0.19
-1.27,-1.82,0.19
-1.49,-1.74,0.06
-1.21,-0.48,0.23
-0.04,1.84,1.64
0.52,2.14,2.53
0.58,1.43,2.18
0.60,1.34,1.84
0.53,1.30,1.59
0.24,0.81,1.15
0.07,0.51,0.74
0.19,0.66,0.82
0.27,0.71,1.01
0.18,0.60,1.00
0.25,0.75,1.01
0.32,0.91,1.23
0.24,0.92,1.23
0.12,1.10,1.17
0.10,1.24,1.22
0.05,1.23,1.01
-0.18,0.99,0.64
-0.34,0.66,0.48
-0.32,-0.08,0.63
-0.66,-0.61,0.55
-1.02,-1.10,0.68
-0.68,-1.40,1.11
-0.44,-1.10,1.30
-0.58,-1.14,1.26
-0.57,-1.03,0.98
-0.29,-0.70,0.91
-0.19,-0.47,0.89
-0.24,-0.58,0.85
-0.15,-0.43,0.90
0.03,-0.08,0.88
0.03,-0.13,0.92
0.00,-0.13,0.89
0.02,-0.07,0.89
0.04,0.05,0.97
0.02,-0.01,1.02
0.00,-0.08,1.16
0.02,-0.02,0.94
0.00,-0.10,0.88
0.03,-0.07,0.95
0.02,-0.07,0.98
-0.02,-0.15,0.98
0.06,-0.05,0.97
0.10,0.00,0.96
0.10,0.02,0.98
0.06,-0.02,1.00
0.04,-0.05,0.99
0.01,-0.10,0.94
0.04,-0.06,0.95
0.06,-0.03,0.96
0.05,-0.06,0.98
0.06,-0.09,0.96
0.08,-0.04,0.96
0.09,-0.01,0.99
0.05,-0.06,0.98
0.08,-0.05,0.98
0.09,-0.01,0.93
0.09,-0.02,0.95
0.07,-0.05,0.95
0.08,-0.02,0.96
0.09,-0.03,0.94
0.10,-0.03,0.94
0.09,-0.05,0.97
0.07,-0.03,0.97
0.08,-0.04,0.95
0.11,-0.03,0.97
0.15,0.05,0.94
0.15,0.04,0.93
0.17,0.05,0.95
0.14,0.04,0.93
0.12,0.01,0.94
0.12,0.01,0.94
0.12,0.03,0.92
0.13,0.00,0.94
0.12,0.00,0.95
0.11,-0.01,0.98
0.11,0.03,0.98
0.14,0.03,0.96
0.15,0.01,0.94
0.12,0.00,0.96
0.11,-0.01,0.97
0.16,0.04,0.95
0.15,0.04,0.94
0.13,0.00,0.94
0.11,-0.02,0.93
0.13,-0.00,0.93
0.15,0.03,0.93
0.13,0.02,0.95
0.13,0.01,0.95
0.13,0.00,1.00


x,y,z
0.49,0.03,0.80
0.50,0.05,0.82
0.49,0.03,0.83
0.51,0.01,0.85
0.49,0.00,0.85
0.49,0.01,0.83
0.52,0.08,0.81
0.51,0.06,0.83
0.46,0.06,0.83
0.42,0.16,0.83
0.44,0.25,0.71
0.55,0.41,0.94
0.58,0.64,1.07
0.69,1.01,1.17
0.79,1.41,0.98
0.75,1.43,0.58
0.77,1.36,0.61
0.58,1.13,0.49
-0.06,-0.04,0.29
-0.57,-1.28,0.35
-0.86,-1.88,0.59
-0.76,-1.96,0.80
-0.29,-1.50,0.97
0.07,-0.89,0.88
0.05,-0.97,0.61
0.19,-1.03,0.49
0.45,-0.59,0.70
0.45,-0.37,0.78
0.16,-0.49,0.70
-0.20,-0.79,0.53
-0.40,-1.16,0.48
-0.78,-1.25,0.61
-0.97,-1.15,0.59
-1.02,-1.12,0.66
-0.86,-0.73,0.65
-0.26,0.85,0.85
0.03,0.92,1.42
0.28,1.07,1.68
0.56,1.55,1.55
0.64,1.63,1.35
0.45,0.99,1.33
0.40,0.92,1.30
0.41,1.03,1.30
0.34,0.88,1.09
0.26,0.66,1.04
0.21,0.57,0.96
0.19,0.68,0.86
0.22,0.74,0.91
0.22,0.98,1.00
0.14,1.06,0.84
0.10,1.18,0.57
0.04,1.15,0.53
0.07,0.97,0.57
-0.00,0.69,0.61
-0.20,-0.07,0.82
-0.79,-1.36,0.53
-1.30,-2.17,1.01
-0.81,-1.44,1.54
-0.16,-0.54,1.54
-0.19,-0.60,1.36
-0.20,-0.62,1.20
-0.05,-0.39,0.96
0.10,-0.11,0.89
-0.00,-0.27,0.96
-0.07,-0.31,0.96
0.01,-0.11,0.87
0.09,0.06,0.88
0.08,0.02,0.92
0.04,-0.02,0.86
0.03,-0.01,0.84
0.06,0.13,0.88
0.08,0.07,0.96
0.10,0.09,0.95
0.08,0.09,0.89
0.07,0.05,0.92
0.05,-0.01,0.94
0.04,-0.02,0.96
0.05,-0.00,0.97
0.03,-0.04,1.00
0.04,-0.05,1.01
0.07,0.02,1.01
0.08,0.03,0.99
0.07,-0.01,1.01
0.04,-0.02,1.03
0.01,-0.04,1.03
0.06,-0.01,1.00
0.09,0.04,0.95
0.09,0.04,0.95
0.07,-0.03,0.97
0.06,-0.04,0.93
0.10,-0.01,0.93
0.11,0.01,0.95
0.11,0.04,0.95
0.10,0.02,0.98
0.06,-0.01,0.95
0.09,-0.03,0.98
0.11,-0.00,0.98
0.12,0.04,1.00
0.11,0.03,0.98
0.13,0.02,0.95
0.12,-0.02,0.93
0.12,-0.01,0.93
0.11,-0.00,0.93
0.12,0.03,0.94
0.13,0.04,0.97
0.14,0.04,1.01
0.16,0.06,1.00
0.14,0.02,1.00
0.15,0.04,0.95
0.17,-0.00,0.92
0.18,0.02,0.90
0.18,0.02,0.90
0.18,0.04,0.89
0.17,-0.00,0.89
0.17,-0.01,0.91
0.18,0.02,0.92
0.16,-0.01,0.96
0.16,0.02,0.98
0.19,0.06,0.98
0.23,0.09,0.95
0.23,0.09,0.94
0.22,0.09,0.93
0.23,0.08,0.92
0.21,0.05,0.93
0.20,0.05,0.92
0.19,0.06,0.91
0.18,0.09,0.95
0.20,0.04,0.95
0.17,0.01,0.94
0.19,0.01,0.94
0.21,0.05,0.92
0.21,0.07,0.93
0.21,0.05,0.93
0.22,0.06,0.94
0.23,0.08,0.92
0.21,0.05,0.93
0.19,0.04,0.95
0.17,0.04,0.94
0.20,0.07,0.94
0.21,0.07,0.94
0.20,0.07,0.94
0.20,0.06,0.95
0.20,0.04,0.97
0.21,0.09,0.94
0.22,0.10,0.94
0.23,0.11,0.93
0.23,0.09,0.93
0.22,0.06,0.92
0.23,0.08,0.91
0.22,0.07,0.91


x,y,z
0.20,0.06,0.92
0.20,0.05,0.93
0.20,0.04,0.93
0.20,0.05,0.92
0.21,0.07,0.92
0.23,0.09,0.96
0.32,0.09,1.09
0.32,-0.01,1.35
0.49,-0.17,1.64
0.67,-0.31,1.73
0.54,-0.53,1.78
0.32,-0.80,1.71
0.32,-0.70,1.24
0.31,-0.62,0.96
0.15,-0.65,0.92
0.07,-0.50,0.70
0.11,-0.12,0.45
0.07,0.00,0.36
0.02,0.16,0.31
0.05,0.29,0.30
0.06,0.47,0.36
0.09,0.52,0.52
0.09,0.61,0.72
0.16,0.70,0.62
0.27,0.72,0.44
0.33,0.74,0.59
0.35,0.97,0.77
0.31,1.18,0.92
0.29,1.28,0.95
0.52,1.84,1.08
0.78,2.62,0.94
0.72,2.81,0.76
0.14,1.84,0.47
-0.12,0.76,-0.01
-0.30,-0.10,0.04
-0.77,-1.53,0.37
-0.90,-2.37,0.78
-0.35,-2.06,0.81
-0.02,-1.58,0.61
0.07,-1.39,0.82
0.24,-1.10,0.66
0.38,-0.73,0.50
0.24,-0.68,0.46
0.01,-0.96,0.55
-0.16,-1.08,0.41
-0.62,-1.35,0.35
-1.09,-1.76,0.50
-1.59,-2.26,0.64
-1.69,-1.91,0.38
-1.36,0.19,0.40
-0.31,1.84,1.50
0.39,2.04,2.21
0.55,1.88,2.09
0.58,1.87,1.73
0.59,1.73,1.56
0.55,1.54,1.53
0.42,1.37,1.42
0.19,1.07,1.13
0.14,0.87,1.03
0.20,0.95,1.13
0.19,1.25,1.08
0.09,1.30,0.89
0.06,1.30,0.60
0.01,1.45,0.45
-0.23,1.12,0.28
-0.46,0.30,0.40
-0.42,-0.08,0.07
-0.28,0.02,0.50
-0.93,-1.17,1.58
-1.19,-2.56,2.29
-0.65,-1.75,1.54
-0.09,-0.89,1.18
-0.01,-0.84,1.31
0.01,-0.77,1.02
0.15,-0.40,0.75
0.21,-0.16,0.75
0.13,-0.21,0.75
0.15,-0.18,0.82
0.19,-0.08,0.84
0.24,0.06,0.87
0.22,0.03,0.91
0.20,-0.02,0.95
0.21,-0.00,0.90
0.22,0.01,0.89
0.21,-0.02,0.93
0.20,-0.00,0.99
0.20,-0.06,0.97
0.22,-0.03,0.92
0.22,-0.02,0.91
0.21,-0.02,0.92
0.21,-0.05,0.93
0.22,-0.03,0.96
0.21,-0.02,0.98
0.20,-0.02,0.95
0.19,-0.06,0.95
0.16,-0.08,1.00
0.16,-0.12,1.06
0.18,-0.10,0.99
0.20,0.00,0.90
0.27,0.07,0.93
0.28,-0.00,0.94
0.29,0.01,0.92
0.29,0.04,0.86
0.31,0.06,0.88
0.30,0.03,0.88
0.28,-0.00,0.90
0.27,-0.01,0.91
0.27,-0.02,0.91
0.29,0.06,0.89
0.29,0.04,0.93
0.29,0.03,0.93
0.29,0.01,0.91
0.29,0.03,0.88
0.29,0.02,0.90
0.28,0.01,0.90
0.29,0.02,0.90
0.29,0.01,0.89
0.30,0.01,0.88
0.31,0.03,0.91
0.30,0.03,0.90
0.30,0.02,0.90
0.29,-0.00,0.90
0.30,0.01,0.92
0.31,0.04,0.91
0.31,0.05,0.91
0.30,0.02,0.91
0.28,0.01,0.92
0.29,0.01,0.92
0.29,0.02,0.90
0.30,0.04,0.91
0.30,0.04,0.93
0.30,0.02,0.92
0.29,-0.00,0.91
0.28,-0.02,0.91
0.31,-0.00,0.92
0.31,0.02,0.91
0.32,0.06,0.93
0.30,0.02,0.95
0.29,-0.01,0.96
0.29,0.01,0.94
0.30,0.02,0.90
0.29,0.00,0.87
0.29,-0.02,0.88
0.31,0.01,0.90
0.30,0.02,0.90
0.31,0.01,0.91
0.31,0.01,0.91
0.30,0.03,0.90
0.31,0.03,0.90
0.30,0.02,0.93


x,y,z
0.26,0.16,0.50
0.25,0.17,0.57
0.33,0.25,0.62
0.38,0.35,0.68
0.44,0.46,0.74
0.49,0.59,0.70
0.51,0.52,0.72
0.50,0.50,0.78
0.48,0.45,0.86
0.45,0.44,0.81
0.46,0.39,0.72
0.51,0.40,0.66
0.46,0.39,0.74
0.41,0.33,0.77
0.42,0.32,0.76
0.46,0.58,0.75
0.47,0.89,0.89
0.35,1.01,0.80
0.52,1.36,0.81
0.63,1.49,0.73
0.77,1.51,0.67
0.64,1.29,0.67
0.19,0.51,0.61
-0.34,-1.06,0.62
-0.66,-1.98,0.72
-0.45,-1.83,0.99
-0.02,-1.48,0.98
0.12,-1.25,0.91
0.16,-1.06,0.65
0.27,-0.91,0.57
0.42,-0.62,0.58
0.41,-0.58,0.69
0.28,-0.72,0.70
0.17,-0.76,0.65
-0.22,-1.01,0.59
-0.61,-1.33,0.53
-0.81,-1.76,0.54
-1.13,-1.48,0.45
-1.33,-1.37,0.64
-1.57,-1.10,0.90
-1.17,0.32,0.96
-0.12,2.89,1.28
0.69,2.77,1.69
0.82,2.44,1.68
0.68,2.01,1.43
0.39,1.56,1.32
0.14,1.15,1.27
0.11,0.93,1.15
0.08,0.85,0.97
-0.00,0.68,0.99
-0.05,0.58,1.00
-0.01,0.82,1.02
0.02,1.12,0.93
-0.06,1.09,0.78
-0.04,1.33,0.54
-0.00,1.59,0.43
0.09,2.13,0.17
-0.72,1.16,0.15
-1.19,-0.61,0.52
-1.67,-1.22,0.59
-2.08,-3.01,1.48
-1.32,-2.22,1.63
-0.64,-0.98,1.22
-0.04,-0.43,1.11
0.10,-0.47,0.99
0.17,-0.49,0.72
0.09,-0.34,0.80
0.08,-0.27,0.90
0.08,-0.35,0.89
0.13,-0.24,0.85
0.17,-0.06,0.94
0.15,-0.03,1.00
0.09,-0.13,0.97
0.07,-0.16,0.91
0.09,-0.03,0.92
0.13,0.01,0.96
0.15,-0.01,0.96
0.18,0.03,0.96
0.18,0.07,0.94
0.20,0.02,0.97
0.16,-0.07,0.97
0.13,-0.09,0.93
0.13,-0.10,0.90
0.12,-0.11,0.92
0.15,-0.06,0.97
0.19,-0.03,0.96
0.15,-0.08,0.96
0.14,-0.10,0.98
0.14,-0.10,0.97
0.17,-0.02,0.95
0.18,-0.00,0.95
0.15,-0.06,0.95
0.14,-0.08,0.94
0.15,-0.07,0.92
0.18,0.00,0.94
0.16,-0.07,0.94
0.15,-0.10,0.94
0.14,-0.11,0.91
0.15,-0.06,0.93
0.20,0.02,0.94
0.18,-0.05,0.97
0.14,-0.13,0.96
0.14,-0.05,0.87
0.18,0.04,0.90
0.19,0.02,0.93
0.20,0.03,0.95
0.18,0.02,0.86
0.22,0.11,0.90
0.25,0.18,0.92
0.23,0.09,0.91
0.16,-0.08,0.87
0.16,-0.02,0.88
0.20,0.11,0.96
0.21,0.09,0.95
0.19,0.08,0.92
0.19,0.06,0.95
0.24,0.05,1.32
0.15,0.02,1.19
0.26,0.26,0.84
0.24,0.15,0.75
0.24,0.11,0.96
0.23,0.11,0.97
0.19,-0.02,0.88
0.15,-0.17,0.96
0.15,-0.14,0.97
0.17,-0.04,0.88
0.20,-0.01,0.88
0.20,-0.01,0.95
0.20,0.02,0.94
0.22,0.09,0.96
0.24,0.11,0.94
0.23,0.07,0.94
0.20,0.02,0.93
0.21,0.03,0.95
0.21,0.05,0.93
0.20,0.02,0.95
0.19,-0.01,0.93
0.19,0.01,0.94
0.20,0.05,0.94
0.20,0.03,0.93
0.20,0.02,0.94
0.20,0.02,0.95
0.19,0.02,0.94
0.20,0.02,0.94
0.20,0.02,0.92
0.21,0.04,0.94
0.21,0.04,0.95
0.21,0.04,0.93
0.21,0.04,0.91
0.21,0.04,0.94


x,y,z
0.26,0.03,0.94
0.28,0.03,1.03
0.29,0.08,1.02
0.33,-0.01,1.14
0.22,-0.47,1.42
0.26,-0.51,1.48
0.47,-0.40,1.41
0.46,-0.37,1.31
0.44,-0.31,1.23
0.50,-0.30,1.05
0.49,-0.38,0.92
0.48,-0.27,0.89
0.45,-0.17,0.83
0.40,-0.18,0.68
0.30,-0.22,0.60
0.20,-0.06,0.49
0.14,0.16,0.50
0.15,0.34,0.50
0.22,0.54,0.61
0.23,0.49,0.67
0.25,0.52,0.63
0.32,0.52,0.66
0.36,0.51,0.63
